defect_id,host_material_id,host_phase,defect_family,dopant_species,host_species,site_index_pristine,site_fractional_x,site_fractional_y,site_fractional_z,composition_change,number_of_sites,number_of_Ga,number_of_N,number_of_Mg,number_of_Si,number_of_O,number_of_C,dopant_fraction_all_sites_percent,dopant_fraction_host_sublattice_percent,supercell_volume_A3
Mg_Ga,mp-804,Wurtzite,Substitutional dopant,Mg,Ga,26,0.44444433333333333,0.5555556666666667,0.4995418549999999,Replace one Ga atom with Mg,72,35,36,1,0,0,0,1.3888888888888888,2.7777777777777777,823.1098246071014
Si_Ga,mp-804,Wurtzite,Substitutional dopant,Si,Ga,26,0.44444433333333333,0.5555556666666667,0.4995418549999999,Replace one Ga atom with Si,72,35,36,0,1,0,0,1.3888888888888888,2.7777777777777777,823.1098246071014
O_N,mp-804,Wurtzite,Substitutional dopant,O,N,44,0.5555556666666667,0.44444433333333333,0.43795814499999997,Replace one N atom with O,72,36,35,0,0,1,0,1.3888888888888888,2.7777777777777777,823.1098246071014
C_N,mp-804,Wurtzite,Substitutional dopant,C,N,44,0.5555556666666667,0.44444433333333333,0.43795814499999997,Replace one N atom with C,72,36,35,0,0,0,1,1.3888888888888888,2.7777777777777777,823.1098246071014
